BALANCE_AS_OF_DATE,PLANT_NAME,MATERIAL_NAME,BATCH_NUMBER,STOCK_SELL_VALUE,CURRENCY,DATE,Quantity_KT_Inventory
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M3010B,35998,CNY,2024-06-30,0.009625
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M5606A,174845,CNY,2024-06-30,0.04675
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1770B,748,CNY,2024-06-30,0.0002
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1969B,66666,CNY,2024-06-30,0.017825
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M6651C,262174,CNY,2024-06-30,0.0701
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M7210C,236088,CNY,2024-06-30,0.063125
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M5875A,20570,CNY,2024-06-30,0.0055
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M4088B,226270,CNY,2024-06-30,0.0605
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M3428C,154275,CNY,2024-06-30,0.04125
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M3114A,77138,CNY,2024-06-30,0.020625
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M5707B,87423,CNY,2024-06-30,0.023375
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1514B,169703,CNY,2024-06-30,0.045375
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1457A,5143,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1969B,10285,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M3114A,185130,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M9399A,15428,CNY,2024-06-30,0.004125
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M8216B,113135,CNY,2024-06-30,0.03025
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M4631A,71995,CNY,2024-06-30,0.01925
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1542B,77138,CNY,2024-06-30,0.020625
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M9467A,102850,CNY,2024-06-30,0.0275
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M7319B,287980,CNY,2024-06-30,0.077
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M3449A,164560,CNY,2024-06-30,0.044
2024-06-30,CHINA-WAREHOUSE,MAT-0356,M1033A,92565,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0328,V6674A,454560,CNY,2024-06-30,0.048
2024-06-30,CHINA-WAREHOUSE,MAT-0328,V7846A,4150228,CNY,2024-06-30,0.43825
2024-06-30,CHINA-WAREHOUSE,MAT-0328,V6835A,1946085,CNY,2024-06-30,0.2055
2024-06-30,CHINA-WAREHOUSE,MAT-0328,V6674A,99435,CNY,2024-06-30,0.0105
2024-06-30,CHINA-WAREHOUSE,MAT-0270,V7805A,241,CNY,2024-06-30,2.5e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0270,V2994A,963,CNY,2024-06-30,0.0001
2024-06-30,CHINA-WAREHOUSE,MAT-0270,V9115A,676748,CNY,2024-06-30,0.070275
2024-06-30,CHINA-WAREHOUSE,MAT-0270,V9486A,2237771,CNY,2024-06-30,0.232375
2024-06-30,CHINA-WAREHOUSE,MAT-0270,V9115A,144450,CNY,2024-06-30,0.015
2024-06-30,CHINA-WAREHOUSE,MAT-0107,V5370A,143052,CNY,2024-06-30,0.0364
2024-06-30,CHINA-WAREHOUSE,MAT-0111,4986A6798,6728,CNY,2024-06-30,0.001125
2024-06-30,CHINA-WAREHOUSE,MAT-0111,2605A8571,271343,CNY,2024-06-30,0.045375
2024-06-30,CHINA-WAREHOUSE,MAT-0111,4168A7451,271044,CNY,2024-06-30,0.045325
2024-06-30,CHINA-WAREHOUSE,MAT-0111,3763A8022,164450,CNY,2024-06-30,0.0275
2024-06-30,CHINA-WAREHOUSE,MAT-0111,3434A1779,254898,CNY,2024-06-30,0.042625
2024-06-30,CHINA-WAREHOUSE,MAT-0111,9289A2933,156228,CNY,2024-06-30,0.026125
2024-06-30,CHINA-WAREHOUSE,MAT-0111,1093A6264,337123,CNY,2024-06-30,0.056375
2024-06-30,CHINA-WAREHOUSE,MAT-0111,5537A1177,394680,CNY,2024-06-30,0.066
2024-06-30,CHINA-WAREHOUSE,MAT-0111,8783A3524,57558,CNY,2024-06-30,0.009625
2024-06-30,CHINA-WAREHOUSE,MAT-0111,5448A4937,279565,CNY,2024-06-30,0.04675
2024-06-30,CHINA-WAREHOUSE,MAT-0111,5599A9926,164450,CNY,2024-06-30,0.0275
2024-06-30,CHINA-WAREHOUSE,MAT-0111,6762A9362,238453,CNY,2024-06-30,0.039875
2024-06-30,CHINA-WAREHOUSE,MAT-0111,2746A2209,131560,CNY,2024-06-30,0.022
2024-06-30,CHINA-WAREHOUSE,MAT-0111,2330A3052,296010,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0111,2295A1281,542685,CNY,2024-06-30,0.09075
2024-06-30,CHINA-WAREHOUSE,MAT-0111,8636A9945,16445,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0111,8666A5695,24668,CNY,2024-06-30,0.004125
2024-06-30,CHINA-WAREHOUSE,MAT-0111,6050A5411,304233,CNY,2024-06-30,0.050875
2024-06-30,CHINA-WAREHOUSE,MAT-0111,9616A7666,164450,CNY,2024-06-30,0.0275
2024-06-30,CHINA-WAREHOUSE,MAT-0352,2836G1716QDA,4394,CNY,2024-06-30,0.00065
2024-06-30,CHINA-WAREHOUSE,MAT-0352,8918G7063QAC,102245,CNY,2024-06-30,0.015125
2024-06-30,CHINA-WAREHOUSE,MAT-0329,8219E2072QAC,153959,CNY,2024-06-30,0.022775
2024-06-30,CHINA-WAREHOUSE,MAT-0330,5045F1981QCE,164099,CNY,2024-06-30,0.024275
2024-06-30,CHINA-WAREHOUSE,MAT-0160,H6435A,22064,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0187,SCRAP,137,CNY,2024-06-30,0.000147
2024-06-30,CHINA-WAREHOUSE,MAT-0246,E7423A2097,3204,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0246,E2589A3005,41649,CNY,2024-06-30,0.017875
2024-06-30,CHINA-WAREHOUSE,MAT-0246,E1590A2837,12815,CNY,2024-06-30,0.0055
2024-06-30,CHINA-WAREHOUSE,MAT-0246,E1473A7656,44853,CNY,2024-06-30,0.01925
2024-06-30,CHINA-WAREHOUSE,MAT-0246,E7792A8971,70483,CNY,2024-06-30,0.03025
2024-06-30,CHINA-WAREHOUSE,MAT-0152,M1002B,0,CNY,2024-06-30,0.04095
2024-06-30,CHINA-WAREHOUSE,MAT-0381,S4759A,220765,CNY,2024-06-30,0.04895
2024-06-30,CHINA-WAREHOUSE,MAT-0137,R1653A,4510,CNY,2024-06-30,0.001
2024-06-30,CHINA-WAREHOUSE,MAT-0137,R8535A,948002,CNY,2024-06-30,0.2102
2024-06-30,CHINA-WAREHOUSE,MAT-0137,R2349A,223245,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0234,1962A6152,100,CNY,2024-06-30,5e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0234,9645A4711,60350,CNY,2024-06-30,0.030175
2024-06-30,CHINA-WAREHOUSE,MAT-0234,1966A4211,49450,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0331,SCRAP,0,CNY,2024-06-30,1.2e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0157,P5056A,396,CNY,2024-06-30,0.0001
2024-06-30,CHINA-WAREHOUSE,MAT-0157,P6032A,1980,CNY,2024-06-30,0.0005
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P2370A,4450,CNY,2024-06-30,0.000625
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P8698A,20648,CNY,2024-06-30,0.0029
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P3716A,352440,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P9225A,907800,CNY,2024-06-30,0.1275
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P9548A,362942,CNY,2024-06-30,0.050975
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P3716A,1815244,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P2284A,1815244,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0158,P8581A,181560,CNY,2024-06-30,0.0255
2024-06-30,CHINA-WAREHOUSE,MAT-0064,P9563A,990,CNY,2024-06-30,0.00025
2024-06-30,CHINA-WAREHOUSE,MAT-0235,V6102A,3896,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0177,1165,7615,CNY,2024-06-30,0.002425
2024-06-30,CHINA-WAREHOUSE,MAT-0229,2130A,3847,CNY,2024-06-30,0.001225
2024-06-30,CHINA-WAREHOUSE,MAT-0229,3126A,30223,CNY,2024-06-30,0.009625
2024-06-30,CHINA-WAREHOUSE,MAT-0229,5615B,8635,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0229,7841A,202923,CNY,2024-06-30,0.064625
2024-06-30,CHINA-WAREHOUSE,MAT-0229,8420A,30223,CNY,2024-06-30,0.009625
2024-06-30,CHINA-WAREHOUSE,MAT-0229,3281B,194288,CNY,2024-06-30,0.061875
2024-06-30,CHINA-WAREHOUSE,MAT-0229,4884B,73398,CNY,2024-06-30,0.023375
2024-06-30,CHINA-WAREHOUSE,MAT-0229,6122A,220114,CNY,2024-06-30,0.0701
2024-06-30,CHINA-WAREHOUSE,MAT-0229,6978A,56128,CNY,2024-06-30,0.017875
2024-06-30,CHINA-WAREHOUSE,MAT-0229,3680B,207240,CNY,2024-06-30,0.066
2024-06-30,CHINA-WAREHOUSE,MAT-0229,3909A,151113,CNY,2024-06-30,0.048125
2024-06-30,CHINA-WAREHOUSE,MAT-0229,3885A,185653,CNY,2024-06-30,0.059125
2024-06-30,CHINA-WAREHOUSE,MAT-0229,2700A,189970,CNY,2024-06-30,0.0605
2024-06-30,CHINA-WAREHOUSE,MAT-0229,5158B,280638,CNY,2024-06-30,0.089375
2024-06-30,CHINA-WAREHOUSE,MAT-0229,9318A,8635,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0229,6658A,73398,CNY,2024-06-30,0.023375
2024-06-30,CHINA-WAREHOUSE,MAT-0229,4537B,25905,CNY,2024-06-30,0.00825
2024-06-30,CHINA-WAREHOUSE,MAT-0229,7841A,47493,CNY,2024-06-30,0.015125
2024-06-30,CHINA-WAREHOUSE,MAT-0229,1021A,267685,CNY,2024-06-30,0.08525
2024-06-30,CHINA-WAREHOUSE,MAT-0229,4616B,215875,CNY,2024-06-30,0.06875
2024-06-30,CHINA-WAREHOUSE,MAT-0229,1042B,146795,CNY,2024-06-30,0.04675
2024-06-30,CHINA-WAREHOUSE,MAT-0229,4537B,30223,CNY,2024-06-30,0.009625
2024-06-30,CHINA-WAREHOUSE,MAT-0229,5840B,272003,CNY,2024-06-30,0.086625
2024-06-30,CHINA-WAREHOUSE,MAT-0229,4300B,276320,CNY,2024-06-30,0.088
2024-06-30,CHINA-WAREHOUSE,MAT-0229,3621B,25905,CNY,2024-06-30,0.00825
2024-06-30,CHINA-WAREHOUSE,MAT-0229,7630B,168383,CNY,2024-06-30,0.053625
2024-06-30,CHINA-WAREHOUSE,MAT-0229,9816B,280638,CNY,2024-06-30,0.089375
2024-06-30,CHINA-WAREHOUSE,MAT-0229,1796A,276320,CNY,2024-06-30,0.088
2024-06-30,CHINA-WAREHOUSE,MAT-0229,5122B,272003,CNY,2024-06-30,0.086625
2024-06-30,CHINA-WAREHOUSE,MAT-0229,4022A,8635,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0229,6107A,276320,CNY,2024-06-30,0.088
2024-06-30,CHINA-WAREHOUSE,MAT-0291,9943A,8635,CNY,2024-06-30,0.00275
2024-06-30,CHINA-WAREHOUSE,MAT-0291,1644A,69080,CNY,2024-06-30,0.022
2024-06-30,CHINA-WAREHOUSE,MAT-0388,E8631A,9677,CNY,2024-06-30,0.001275
2024-06-30,CHINA-WAREHOUSE,MAT-0388,E6146A,3620810,CNY,2024-06-30,0.47705
2024-06-30,CHINA-WAREHOUSE,MAT-0388,E9701A,751220,CNY,2024-06-30,0.098975
2024-06-30,CHINA-WAREHOUSE,MAT-0057,S9024A,111573,CNY,2024-06-30,0.0147
2024-06-30,CHINA-WAREHOUSE,MAT-0389,V5239A,2038320,CNY,2024-06-30,0.171
2024-06-30,CHINA-WAREHOUSE,MAT-0389,V9683A,1323120,CNY,2024-06-30,0.111
2024-06-30,CHINA-WAREHOUSE,MAT-0389,V6029A,3966678,CNY,2024-06-30,0.332775
2024-06-30,CHINA-WAREHOUSE,MAT-0389,V1904A,1001280,CNY,2024-06-30,0.084
2024-06-30,CHINA-WAREHOUSE,MAT-0389,V6029A,1859520,CNY,2024-06-30,0.156
2024-06-30,CHINA-WAREHOUSE,MAT-0389,V1904A,2556840,CNY,2024-06-30,0.2145
2024-06-30,CHINA-WAREHOUSE,MAT-0389,V9071A,1358880,CNY,2024-06-30,0.114
2024-06-30,CHINA-WAREHOUSE,MAT-0159,V8634A,925276,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0159,V8003A,2601918,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0271,8428A2431,0,CNY,2024-06-30,0.0006
2024-06-30,CHINA-WAREHOUSE,MAT-0338,L2737A,34650,CNY,2024-06-30,0.00875
2024-06-30,CHINA-WAREHOUSE,MAT-0214,SCRAP,299,CNY,2024-06-30,4.7e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M4269C,1824,CNY,2024-06-30,0.0004
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M2736B,280668,CNY,2024-06-30,0.06155
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M8543A,294690,CNY,2024-06-30,0.064625
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M6745A,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M9022A,244530,CNY,2024-06-30,0.053625
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M8247B,94050,CNY,2024-06-30,0.020625
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M8399A,37620,CNY,2024-06-30,0.00825
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M9033B,363660,CNY,2024-06-30,0.07975
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M5567C,50160,CNY,2024-06-30,0.011
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M9332C,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M1610B,56430,CNY,2024-06-30,0.012375
2024-06-30,CHINA-WAREHOUSE,MAT-0390,M1557C,282150,CNY,2024-06-30,0.061875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M8555A,100320,CNY,2024-06-30,0.022
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M1871B,357390,CNY,2024-06-30,0.078375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6032C,105564,CNY,2024-06-30,0.02315
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M2930A,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M1152B,31350,CNY,2024-06-30,0.006875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M8551C,81510,CNY,2024-06-30,0.017875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M8140A,137940,CNY,2024-06-30,0.03025
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M3136B,363660,CNY,2024-06-30,0.07975
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7357B,326040,CNY,2024-06-30,0.0715
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M9609B,31350,CNY,2024-06-30,0.006875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M2822A,6270,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M9331A,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6285A,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M9082A,263340,CNY,2024-06-30,0.05775
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M1628C,300960,CNY,2024-06-30,0.066
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M8552A,100320,CNY,2024-06-30,0.022
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M5760A,156750,CNY,2024-06-30,0.034375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6275B,369930,CNY,2024-06-30,0.081125
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M3188C,382242,CNY,2024-06-30,0.083825
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6995A,250800,CNY,2024-06-30,0.055
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6851B,263340,CNY,2024-06-30,0.05775
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6255C,369930,CNY,2024-06-30,0.081125
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M1555A,56430,CNY,2024-06-30,0.012375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M9310B,282150,CNY,2024-06-30,0.061875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M5906A,382470,CNY,2024-06-30,0.083875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M8774B,338580,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M9524A,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M3488B,413820,CNY,2024-06-30,0.09075
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M4999B,56430,CNY,2024-06-30,0.012375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7578C,87780,CNY,2024-06-30,0.01925
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7637B,225720,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M3926B,62700,CNY,2024-06-30,0.01375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6995A,50160,CNY,2024-06-30,0.011
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M2446C,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7424A,313500,CNY,2024-06-30,0.06875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6291B,413820,CNY,2024-06-30,0.09075
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7744B,388740,CNY,2024-06-30,0.08525
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M9204C,369930,CNY,2024-06-30,0.081125
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M1623A,206910,CNY,2024-06-30,0.045375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6889C,62700,CNY,2024-06-30,0.01375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7464C,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M5931A,94050,CNY,2024-06-30,0.020625
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M8345B,131670,CNY,2024-06-30,0.028875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M9636A,43890,CNY,2024-06-30,0.009625
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M4070B,407550,CNY,2024-06-30,0.089375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7646C,225720,CNY,2024-06-30,0.0495
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M2171A,62700,CNY,2024-06-30,0.01375
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7303B,338580,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M4915C,376200,CNY,2024-06-30,0.0825
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M5772A,401280,CNY,2024-06-30,0.088
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M2901B,382470,CNY,2024-06-30,0.083875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M2194A,131670,CNY,2024-06-30,0.028875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M2740C,188100,CNY,2024-06-30,0.04125
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M5340A,395010,CNY,2024-06-30,0.086625
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M5932A,94050,CNY,2024-06-30,0.020625
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M6304C,112860,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M7310A,150480,CNY,2024-06-30,0.033
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M1179B,382470,CNY,2024-06-30,0.083875
2024-06-30,CHINA-WAREHOUSE,MAT-0112,M3238C,144210,CNY,2024-06-30,0.031625
2024-06-30,CHINA-WAREHOUSE,MAT-0113,M7290A,4690,CNY,2024-06-30,0.00175
2024-06-30,CHINA-WAREHOUSE,MAT-0215,8639B,20720,CNY,2024-06-30,0.006475
2024-06-30,CHINA-WAREHOUSE,MAT-0215,3689A,3920,CNY,2024-06-30,0.001225
2024-06-30,CHINA-WAREHOUSE,MAT-0032,P4800D,5445,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0032,P3808A,3861,CNY,2024-06-30,0.000975
2024-06-30,CHINA-WAREHOUSE,MAT-0032,P9566A,65340,CNY,2024-06-30,0.0165
2024-06-30,CHINA-WAREHOUSE,MAT-0032,P4331A,468567,CNY,2024-06-30,0.118325
2024-06-30,CHINA-WAREHOUSE,MAT-0032,P2314A,605484,CNY,2024-06-30,0.1529
2024-06-30,CHINA-WAREHOUSE,MAT-0032,P6987A,475101,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0032,P1456A,1443420,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0114,L4708A,126423,CNY,2024-06-30,0.031925
2024-06-30,CHINA-WAREHOUSE,MAT-0178,P7281A,165528,CNY,2024-06-30,0.0418
2024-06-30,CHINA-WAREHOUSE,MAT-0178,P3158A,237600,CNY,2024-06-30,0.06
2024-06-30,CHINA-WAREHOUSE,MAT-0178,P3158A,469260,CNY,2024-06-30,0.0
2024-06-30,CHINA-WAREHOUSE,MAT-0065,8470G,18356,CNY,2024-06-30,0.006875
2024-06-30,CHINA-WAREHOUSE,MAT-0065,7556I,117213,CNY,2024-06-30,0.0439
2024-06-30,CHINA-WAREHOUSE,MAT-0065,3931E,58607,CNY,2024-06-30,0.02195
2024-06-30,CHINA-WAREHOUSE,MAT-0065,2888F,126358,CNY,2024-06-30,0.047325
2024-06-30,CHINA-WAREHOUSE,MAT-0065,6042G,114476,CNY,2024-06-30,0.042875
2024-06-30,CHINA-WAREHOUSE,MAT-0065,2905A,172282,CNY,2024-06-30,0.064525
2024-06-30,CHINA-WAREHOUSE,MAT-0065,7794A,10680,CNY,2024-06-30,0.004
2024-06-30,CHINA-WAREHOUSE,MAT-0065,1873A,58740,CNY,2024-06-30,0.022
2024-06-30,CHINA-WAREHOUSE,MAT-0065,6433A,76028,CNY,2024-06-30,0.028475
2024-06-30,CHINA-WAREHOUSE,MAT-0065,8975A,29370,CNY,2024-06-30,0.011
2024-06-30,CHINA-WAREHOUSE,MAT-0065,5249A,3671,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0065,8981A,77096,CNY,2024-06-30,0.028875
2024-06-30,CHINA-WAREHOUSE,MAT-0065,6980A,66083,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0065,8690A,121151,CNY,2024-06-30,0.045375
2024-06-30,CHINA-WAREHOUSE,MAT-0065,1266A,62411,CNY,2024-06-30,0.023375
2024-06-30,CHINA-WAREHOUSE,MAT-0413,1647A,62189,CNY,2024-06-30,0.021975
2024-06-30,CHINA-WAREHOUSE,MAT-0413,2583A,70043,CNY,2024-06-30,0.02475
2024-06-30,CHINA-WAREHOUSE,MAT-0413,4239A,77684,CNY,2024-06-30,0.02745
2024-06-30,CHINA-WAREHOUSE,MAT-0413,8085A,19456,CNY,2024-06-30,0.006875
2024-06-30,CHINA-WAREHOUSE,MAT-0413,2209A,15565,CNY,2024-06-30,0.0055
2024-06-30,CHINA-WAREHOUSE,MAT-0413,6235A,65373,CNY,2024-06-30,0.0231
2024-06-30,CHINA-WAREHOUSE,MAT-0413,3997A,7429,CNY,2024-06-30,0.002625
2024-06-30,CHINA-WAREHOUSE,MAT-0413,3269A,69972,CNY,2024-06-30,0.024725
2024-06-30,CHINA-WAREHOUSE,MAT-0413,6214A,237366,CNY,2024-06-30,0.083875
2024-06-30,CHINA-WAREHOUSE,MAT-0413,3690A,190601,CNY,2024-06-30,0.06735
2024-06-30,CHINA-WAREHOUSE,MAT-0413,1782A,198383,CNY,2024-06-30,0.0701
2024-06-30,CHINA-WAREHOUSE,MAT-0413,6471A,19456,CNY,2024-06-30,0.006875
2024-06-30,CHINA-WAREHOUSE,MAT-0413,6818A,225410,CNY,2024-06-30,0.07965
2024-06-30,CHINA-WAREHOUSE,MAT-0413,7385A,30918,CNY,2024-06-30,0.010925
2024-06-30,CHINA-WAREHOUSE,MAT-0413,1632A,66151,CNY,2024-06-30,0.023375
2024-06-30,CHINA-WAREHOUSE,MAT-0413,4127A,225693,CNY,2024-06-30,0.07975
2024-06-30,CHINA-WAREHOUSE,MAT-0413,3530A,42804,CNY,2024-06-30,0.015125
2024-06-30,CHINA-WAREHOUSE,MAT-0413,6957A,142,CNY,2024-06-30,5e-05
2024-06-30,CHINA-WAREHOUSE,MAT-0413,2712A,194563,CNY,2024-06-30,0.06875
2024-06-30,CHINA-WAREHOUSE,MAT-0413,3344A,225693,CNY,2024-06-30,0.07975
2024-06-30,CHINA-WAREHOUSE,MAT-0413,4557A,108884,CNY,2024-06-30,0.038475
2024-06-30,CHINA-WAREHOUSE,MAT-0413,5713A,210128,CNY,2024-06-30,0.07425
2024-06-30,CHINA-WAREHOUSE,MAT-0413,5727A,54478,CNY,2024-06-30,0.01925
2024-06-30,CHINA-WAREHOUSE,MAT-0413,7537A,65585,CNY,2024-06-30,0.023175
2024-06-30,CHINA-WAREHOUSE,MAT-0413,6814A,132303,CNY,2024-06-30,0.04675
2024-06-30,CHINA-WAREHOUSE,MAT-0413,9591A,50586,CNY,2024-06-30,0.017875
2024-06-30,CHINA-WAREHOUSE,MAT-0413,1516A,221801,CNY,2024-06-30,0.078375
2024-06-30,CHINA-WAREHOUSE,MAT-0413,7715A,139873,CNY,2024-06-30,0.049425
2024-06-30,CHINA-WAREHOUSE,MAT-0413,2515B,85608,CNY,2024-06-30,0.03025
2024-06-30,CHINA-WAREHOUSE,MAT-0413,3999A,11674,CNY,2024-06-30,0.004125
2024-06-30,CHINA-WAREHOUSE,MAT-0413,5109A,2901,CNY,2024-06-30,0.001025
2024-06-30,CHINA-WAREHOUSE,MAT-0413,9498A,3891,CNY,2024-06-30,0.001375
2024-06-30,CHINA-WAREHOUSE,MAT-0413,9838A,3538,CNY,2024-06-30,0.00125
2024-06-30,CHINA-WAREHOUSE,MAT-0413,7918A,198454,CNY,2024-06-30,0.070125
